what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1394485079240
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1394485089770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394485102172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394485102984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394485103561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394485110565
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1394485112001
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1394485122109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394485123935
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394485296039
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1394485303878
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394485358566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394485361327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394485363526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394485550072
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1394485556968
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1394485566250
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1394485566265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394485566265
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1394485566328
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1394485566328
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1394485566328
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1394485566328
